0 0 0     0.000128416 0 0
0.0268389 -0.003222 0.00798496     0.0268389 -0.003222 0.00798496
0.0268389 -0.003222 0.00798496     0.0268389 -0.003222 0.00798496
0.0268389 -0.003222 0.00798496     0.0268389 -0.003222 0.00798496
0.0268389 -0.003222 0.00798496     0.0268389 -0.003222 0.00798496
0.0268389 -0.003222 0.00798496     0.0269674 -0.003222 0.00798496
0.0269674 -0.003222 0.00798496     0.0269674 -0.003222 0.00798496
0.0269674 -0.003222 0.00798496     0.0269674 -0.003222 0.00798496
0.0269674 -0.003222 0.00798496     0.0269674 -0.003222 0.00798496
0.0269674 -0.003222 0.00798496     0.0269674 -0.003222 0.00798496
0.0269674 -0.003222 0.00798496     0.0269674 -0.003222 0.00798496
0.0269674 -0.003222 0.00798496     0.0269674 -0.003222 0.00798496
0.0269674 -0.003222 0.00798496     0.0270958 -0.003222 0.00798496
0.0270958 -0.003222 0.00798496     0.0270958 -0.003222 0.00798496
0.0270958 -0.003222 0.00798496     0.0270958 -0.003222 0.00798496
0.0270958 -0.003222 0.00798496     0.0270958 -0.003222 0.00798496
0.0270958 -0.003222 0.00798496     0.0270958 -0.003222 0.00798496
0.0270958 -0.003222 0.00798496     0.0270958 -0.003222 0.00798496
0.0270958 -0.003222 0.00798496     0.0270958 -0.003222 0.00798496
0.0270958 -0.003222 0.00798496     0.0270958 -0.003222 0.00798496
0.0270958 -0.003222 0.00798496     0.0270958 -0.003222 0.00798496
0.0270958 -0.003222 0.00798496     0.0270958 -0.003222 0.00798496
0.0270958 -0.003222 0.00798496     0.0272242 -0.003222 0.00798496
0.0272242 -0.003222 0.00798496     0.0272242 -0.003222 0.00798496
0.0272242 -0.003222 0.00798496     0.0272242 -0.003222 0.00798496
0.0272242 -0.003222 0.00798496     0.0272242 -0.003222 0.00798496
0.0272242 -0.003222 0.00798496     0.0272242 -0.003222 0.00798496
0.0272242 -0.003222 0.00798496     0.0272242 -0.003222 0.00798496
0.0272242 -0.003222 0.00798496     0.0272242 -0.003222 0.00798496
0.0272242 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.0273526 -0.003222 0.00798496
0.0273526 -0.003222 0.00798496     0.027481 -0.003222 0.00798496
0.027481 -0.003222 0.00798496     0.027481 -0.003222 0.00812505
0.027481 -0.003222 0.00812505     0.027481 -0.003222 0.00812505
0.027481 -0.003222 0.00812505     0.027481 -0.003222 0.00812505
0.027481 -0.003222 0.00812505     0.027481 -0.003222 0.00812505
0.027481 -0.003222 0.00812505     0.027481 -0.003222 0.00812505
0.027481 -0.003222 0.00812505     0.027481 -0.003222 0.00812505
0.027481 -0.003222 0.00812505     0.027481 -0.003222 0.00812505
0.027481 -0.003222 0.00812505     0.027481 -0.003222 0.00812505
0.027481 -0.003222 0.00812505     0.027481 -0.003222 0.00812505
0.027481 -0.003222 0.00812505     0.027481 -0.003222 0.00812505
0.027481 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0276094 -0.003222 0.00812505
0.0276094 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0277379 -0.003222 0.00812505
0.0277379 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0278663 -0.003222 0.00812505
0.0278663 -0.003222 0.00812505     0.0279947 -0.003222 0.00812505
0.0279947 -0.003222 0.00812505     0.0279947 -0.003222 0.00812505
0.0279947 -0.003222 0.00812505     0.0279947 -0.003222 0.00812505
0.0279947 -0.003222 0.00812505     0.0279947 -0.003222 0.00812505
0.0279947 -0.003222 0.00812505     0.0279947 -0.003222 0.00812505
0.0279947 -0.003222 0.00812505     0.0279947 -0.003222 0.00812505
0.0279947 -0.003222 0.00812505     0.0279947 -0.003222 0.00812505
0.0279947 -0.003222 0.00812505     0.0279947 -0.003222 0.00812505
0.0279947 -0.003222 0.00812505     0.0279947 -0.003222 0.00812505
0.0279947 -0.003222 0.00812505     0.0279947 -0.003222 0.00812505
0.0279947 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0281231 -0.003222 0.00812505
0.0281231 -0.003222 0.00812505     0.0282515 -0.003222 0.00812505
0.0282515 -0.003222 0.00812505     0.0282515 -0.003222 0.00812505
0.0282515 -0.003222 0.00812505     0.0282515 -0.003222 0.00812505
0.0282515 -0.003222 0.00812505     0.0282515 -0.003222 0.00812505
0.0282515 -0.003222 0.00812505     0.0282515 -0.003222 0.00812505
0.0282515 -0.003222 0.00812505     0.0282515 -0.003222 0.00812505
0.0282515 -0.003222 0.00812505     0.0282515 -0.003222 0.00812505
0.0282515 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0283799 -0.003222 0.00812505
0.0283799 -0.003222 0.00812505     0.0285084 -0.003222 0.00812505
0.0285084 -0.003222 0.00812505     0.0285084 -0.003222 0.00812505
0.0285084 -0.003222 0.00812505     0.0285084 -0.003222 0.00812505
0.0285084 -0.003222 0.00812505     0.0285084 -0.003222 0.00812505
0.0285084 -0.003222 0.00812505     0.0285084 -0.003222 0.00812505
0.0285084 -0.003222 0.00812505     0.0285084 -0.003222 0.00812505
0.0285084 -0.003222 0.00812505     0.0285084 -0.003222 0.00812505
0.0285084 -0.003222 0.00812505     0.0285084 -0.003222 0.00812505
0.0285084 -0.003222 0.00812505     0.0285084 -0.003222 0.00812505
0.0285084 -0.003222 0.00812505     0.0286368 -0.003222 0.00812505
0.0286368 -0.003222 0.00812505     0.0286368 -0.003222 0.00812505
0.0286368 -0.003222 0.00812505     0.0286368 -0.003222 0.00812505
0.0286368 -0.003222 0.00812505     0.0286368 -0.003222 0.00812505
0.0286368 -0.003222 0.00812505     0.0286368 -0.003222 0.00812505
0.0286368 -0.003222 0.00812505     0.0286368 -0.003222 0.00812505
0.0286368 -0.003222 0.00812505     0.0286368 -0.003222 0.00812505
0.0286368 -0.003222 0.00812505     0.0286368 -0.003222 0.00812505
0.0286368 -0.003222 0.00812505     0.0287652 -0.003222 0.00812505
0.0287652 -0.003222 0.00812505     0.0287652 -0.003222 0.00812505
0.0287652 -0.003222 0.00812505     0.0287652 -0.003222 0.00812505
0.0287652 -0.003222 0.00812505     0.0287652 -0.003222 0.00812505
0.0287652 -0.003222 0.00812505     0.0287652 -0.003222 0.00812505
0.0287652 -0.003222 0.00812505     0.0287652 -0.003222 0.00812505
0.0287652 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.0288936 -0.003222 0.00812505
0.0288936 -0.003222 0.00812505     0.029022 -0.003222 0.00812505
0.029022 -0.003222 0.00812505     0.029022 -0.003222 0.00812505
0.029022 -0.003222 0.00812505     0.029022 -0.003222 0.00798496
0.029022 -0.003222 0.00798496     0.029022 -0.003222 0.00798496
0.029022 -0.003222 0.00798496     0.029022 -0.003222 0.00798496
0.029022 -0.003222 0.00798496     0.029022 -0.003222 0.00798496
0.029022 -0.003222 0.00798496     0.029022 -0.003222 0.00798496
0.029022 -0.003222 0.00798496     0.029022 -0.003222 0.00798496
0.029022 -0.003222 0.00798496     0.0291504 -0.003222 0.00798496
0.0291504 -0.003222 0.00798496     0.0291504 -0.003222 0.00798496
0.0291504 -0.003222 0.00798496     0.0291504 -0.003222 0.00798496
0.0291504 -0.003222 0.00798496     0.0291504 -0.003222 0.00798496
0.0291504 -0.003222 0.00798496     0.0291504 -0.00308191 0.00798496
0.0291504 -0.00308191 0.00798496     0.0291504 -0.00308191 0.00798496
0.0291504 -0.00308191 0.00798496     0.0291504 -0.00308191 0.00798496
0.0291504 -0.00308191 0.00798496     0.0292788 -0.00308191 0.00798496
0.0292788 -0.00308191 0.00798496     0.0292788 -0.00308191 0.00798496
0.0292788 -0.00308191 0.00798496     0.0292788 -0.00308191 0.00798496
0.0292788 -0.00308191 0.00798496     0.0292788 -0.00308191 0.00798496
0.0292788 -0.00308191 0.00798496     0.0292788 -0.00308191 0.00798496
0.0292788 -0.00308191 0.00798496     0.0292788 -0.00308191 0.00798496
0.0292788 -0.00308191 0.00798496     0.0292788 -0.00308191 0.00798496
0.0292788 -0.00308191 0.00798496     0.0292788 -0.00308191 0.00798496
0.0292788 -0.00308191 0.00798496     0.0294073 -0.00308191 0.00798496
0.0294073 -0.00308191 0.00798496     0.0294073 -0.00308191 0.00798496
0.0294073 -0.00308191 0.00798496     0.0294073 -0.00308191 0.00798496
0.0294073 -0.00308191 0.00798496     0.0294073 -0.00308191 0.00798496
0.0294073 -0.00308191 0.00798496     0.0294073 -0.00308191 0.00798496
0.0294073 -0.00308191 0.00798496     0.0294073 -0.00308191 0.00798496
0.0294073 -0.00308191 0.00798496     0.0294073 -0.00308191 0.00798496
0.0294073 -0.00308191 0.00798496     0.0294073 -0.00308191 0.00798496
0.0294073 -0.00308191 0.00798496     0.0295357 -0.00308191 0.00798496
0.0295357 -0.00308191 0.00798496     0.0295357 -0.00308191 0.00798496
0.0295357 -0.00308191 0.00798496     0.0295357 -0.00308191 0.00798496
0.0295357 -0.00308191 0.00798496     0.0295357 -0.00308191 0.00798496
0.0295357 -0.00308191 0.00798496     0.0295357 -0.00308191 0.00798496
0.0295357 -0.00308191 0.00798496     0.0295357 -0.00308191 0.00798496
0.0295357 -0.00308191 0.00798496     0.0295357 -0.00308191 0.00798496
0.0295357 -0.00308191 0.00798496     0.0295357 -0.00308191 0.00798496
0.0295357 -0.00308191 0.00798496     0.0296641 -0.00308191 0.00798496
0.0296641 -0.00308191 0.00798496     0.0296641 -0.00308191 0.00798496
0.0296641 -0.00308191 0.00798496     0.0296641 -0.00308191 0.00798496
0.0296641 -0.00308191 0.00798496     0.0296641 -0.00308191 0.00798496
0.0296641 -0.00308191 0.00798496     0.0296641 -0.00308191 0.00798496
0.0296641 -0.00308191 0.00798496     0.0296641 -0.00308191 0.00798496
0.0296641 -0.00308191 0.00798496     0.0296641 -0.00308191 0.00798496
0.0296641 -0.00308191 0.00798496     0.0296641 -0.00308191 0.00798496
0.0296641 -0.00308191 0.00798496     0.0297925 -0.00308191 0.00798496
0.0297925 -0.00308191 0.00798496     0.0297925 -0.00308191 0.00798496
0.0297925 -0.00308191 0.00798496     0.0297925 -0.00308191 0.00798496
0.0297925 -0.00308191 0.00798496     0.0297925 -0.00308191 0.00798496
0.0297925 -0.00308191 0.00798496     0.0297925 -0.00308191 0.00798496
0.0297925 -0.00308191 0.00798496     0.0297925 -0.00308191 0.00798496
0.0297925 -0.00308191 0.00798496     0.0297925 -0.00308191 0.00798496
0.0297925 -0.00308191 0.00798496     0.0297925 -0.00308191 0.00798496
0.0297925 -0.00308191 0.00798496     0.0299209 -0.00308191 0.00798496
0.0299209 -0.00308191 0.00798496     0.0299209 -0.00308191 0.00798496
0.0299209 -0.00308191 0.00798496     0.0299209 -0.00308191 0.00798496
0.0299209 -0.00308191 0.00798496     0.0299209 -0.00308191 0.00798496
0.0299209 -0.00308191 0.00798496     0.0299209 -0.00308191 0.00798496
0.0299209 -0.00308191 0.00798496     0.0299209 -0.00308191 0.00798496
0.0299209 -0.00308191 0.00798496     0.0299209 -0.00308191 0.00798496
0.0299209 -0.00308191 0.00798496     0.0299209 -0.00308191 0.00798496
0.0299209 -0.00308191 0.00798496     0.0300493 -0.00308191 0.00798496
0.0300493 -0.00308191 0.00798496     0.0300493 -0.00308191 0.00798496
0.0300493 -0.00308191 0.00798496     0.0300493 -0.00308191 0.00798496
0.0300493 -0.00308191 0.00798496     0.0300493 -0.00308191 0.00798496
0.0300493 -0.00308191 0.00798496     0.0300493 -0.00308191 0.00798496
0.0300493 -0.00308191 0.00798496     0.0300493 -0.00308191 0.00798496
0.0300493 -0.00308191 0.00798496     0.0300493 -0.00308191 0.00798496
0.0300493 -0.00308191 0.00798496     0.0300493 -0.00308191 0.00798496
0.0300493 -0.00308191 0.00798496     0.0300493 -0.00308191 0.00798496
0.0300493 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0301778 -0.00308191 0.00798496
0.0301778 -0.00308191 0.00798496     0.0303062 -0.00308191 0.00798496
0.0303062 -0.00308191 0.00798496     0.0303062 -0.00308191 0.00798496
0.0303062 -0.00308191 0.00798496     0.0303062 -0.00308191 0.00798496
0.0303062 -0.00308191 0.00798496     0.0303062 -0.00308191 0.00798496
0.0303062 -0.00308191 0.00798496     0.0303062 -0.00308191 0.00798496
0.0303062 -0.00308191 0.00798496     0.0303062 -0.00308191 0.00798496
0.0303062 -0.00308191 0.00798496     0.0303062 -0.00308191 0.00798496
0.0303062 -0.00308191 0.00798496     0.0303062 -0.00308191 0.00784487
0.0303062 -0.00308191 0.00784487     0.0303062 -0.00308191 0.00784487
0.0303062 -0.00308191 0.00784487     0.0303062 -0.00308191 0.00784487
0.0303062 -0.00308191 0.00784487     0.0304346 -0.00308191 0.00784487
0.0304346 -0.00308191 0.00784487     0.0304346 -0.00308191 0.00784487
0.0304346 -0.00308191 0.00784487     0.0304346 -0.00308191 0.00784487
0.0304346 -0.00308191 0.00784487     0.0304346 -0.00308191 0.00784487
0.0304346 -0.00308191 0.00784487     0.0304346 -0.00308191 0.00784487
0.0304346 -0.00308191 0.00784487     0.0304346 -0.00308191 0.00784487
0.0304346 -0.00308191 0.00784487     0.0304346 -0.00308191 0.00784487
0.0304346 -0.00308191 0.00784487     0.0304346 -0.00308191 0.00784487
0.0304346 -0.00308191 0.00784487     0.0304346 -0.00308191 0.00784487
0.0304346 -0.00308191 0.00784487     0.030563 -0.00308191 0.00784487
0.030563 -0.00308191 0.00784487     0.030563 -0.00308191 0.00784487
0.030563 -0.00308191 0.00784487     0.030563 -0.00308191 0.00784487
0.030563 -0.00308191 0.00784487     0.030563 -0.00308191 0.00784487
0.030563 -0.00308191 0.00784487     0.030563 -0.00308191 0.00784487
0.030563 -0.00308191 0.00784487     0.030563 -0.00308191 0.00784487
0.030563 -0.00308191 0.00784487     0.030563 -0.00308191 0.00784487
0.030563 -0.00308191 0.00784487     0.030563 -0.00308191 0.00784487
0.030563 -0.00308191 0.00784487     0.030563 -0.00308191 0.00784487
0.030563 -0.00308191 0.00784487     0.0306914 -0.00308191 0.00784487
0.0306914 -0.00308191 0.00784487     0.0306914 -0.00308191 0.00784487
0.0306914 -0.00308191 0.00784487     0.0306914 -0.00308191 0.00784487
0.0306914 -0.00308191 0.00784487     0.0306914 -0.00308191 0.00784487
0.0306914 -0.00308191 0.00784487     0.0306914 -0.00308191 0.00784487
0.0306914 -0.00308191 0.00784487     0.0306914 -0.00308191 0.00784487
0.0306914 -0.00308191 0.00784487     0.0306914 -0.00308191 0.00784487
0.0306914 -0.00308191 0.00784487     0.0306914 -0.00308191 0.00784487
0.0306914 -0.00308191 0.00784487     0.0306914 -0.00308191 0.00784487
0.0306914 -0.00308191 0.00784487     0.0306914 -0.00308191 0.00784487
0.0306914 -0.00308191 0.00784487     0.0308198 -0.00308191 0.00784487
0.0308198 -0.00308191 0.00784487     0.0308198 -0.00308191 0.00784487
0.0308198 -0.00308191 0.00784487     0.0308198 -0.00308191 0.00784487
0.0308198 -0.00308191 0.00784487     0.0308198 -0.00308191 0.00784487
0.0308198 -0.00308191 0.00784487     0.0308198 -0.00308191 0.00784487
0.0308198 -0.00308191 0.00784487     0.0308198 -0.00308191 0.00784487
0.0308198 -0.00308191 0.00784487     0.0308198 -0.00308191 0.00784487
0.0308198 -0.00308191 0.00784487     0.0308198 -0.00308191 0.00784487
0.0308198 -0.00308191 0.00784487     0.0308198 -0.00308191 0.00784487
0.0308198 -0.00308191 0.00784487     0.0308198 -0.00308191 0.00784487
0.0308198 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0309483 -0.00308191 0.00784487
0.0309483 -0.00308191 0.00784487     0.0310767 -0.00308191 0.00784487
0.0310767 -0.00308191 0.00784487     0.0310767 -0.00294183 0.00784487
0.0310767 -0.00294183 0.00784487     0.0310767 -0.00294183 0.00784487
0.0310767 -0.00294183 0.00784487     0.0310767 -0.00294183 0.00784487
0.0310767 -0.00294183 0.00784487     0.0310767 -0.00294183 0.00784487
0.0310767 -0.00294183 0.00784487     0.0310767 -0.00294183 0.00784487
0.0310767 -0.00294183 0.00784487     0.0310767 -0.00294183 0.00784487
0.0310767 -0.00294183 0.00784487     0.0310767 -0.00294183 0.00784487
0.0310767 -0.00294183 0.00784487     0.0310767 -0.00294183 0.00784487
0.0310767 -0.00294183 0.00784487     0.0310767 -0.00294183 0.00784487
0.0310767 -0.00294183 0.00784487     0.0310767 -0.00294183 0.00784487
0.0310767 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0312051 -0.00294183 0.00784487
0.0312051 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0313335 -0.00294183 0.00784487
0.0313335 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0314619 -0.00294183 0.00784487
0.0314619 -0.00294183 0.00784487     0.0315903 -0.00294183 0.00784487
0.0315903 -0.00294183 0.00784487     0.0315903 -0.00294183 0.00784487
0.0315903 -0.00294183 0.00784487     0.0315903 -0.00294183 0.00784487
0.0315903 -0.00294183 0.00784487     0.0315903 -0.00294183 0.00784487
0.0315903 -0.00294183 0.00784487     0.0315903 -0.00294183 0.00784487
0.0315903 -0.00294183 0.00784487     0.0315903 -0.00294183 0.00784487
0.0315903 -0.00294183 0.00784487     0.0315903 -0.00294183 0.00784487
0.0315903 -0.00294183 0.00784487     0.0315903 -0.00294183 0.00784487
0.0315903 -0.00294183 0.00784487     0.0315903 -0.00294183 0.00770479
0.0315903 -0.00294183 0.00770479     0.0315903 -0.00294183 0.00770479
