0 0 0     0.000128416 0 0
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00392244 0.0106466
0.035186 -0.00392244 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0106466
0.035186 -0.00406252 0.0106466     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.035186 -0.00406252 0.0107867
0.035186 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0107867
0.0350576 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0107867
0.0350576 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0107867
0.0350576 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0107867
0.0350576 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0107867
0.0350576 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0107867
0.0350576 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0107867
0.0350576 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0107867
0.0350576 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0107867
0.0350576 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0107867
0.0350576 -0.00406252 0.0107867     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00406252 0.0109268
0.0350576 -0.00406252 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0109268
0.0350576 -0.00420261 0.0109268     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.0110669
0.0350576 -0.00420261 0.0110669     0.0350576 -0.00420261 0.011207
0.0350576 -0.00420261 0.011207     0.0350576 -0.00420261 0.011207
0.0350576 -0.00420261 0.011207     0.0350576 -0.00420261 0.011207
0.0350576 -0.00420261 0.011207     0.0350576 -0.00420261 0.011207
0.0350576 -0.00420261 0.011207     0.0350576 -0.00420261 0.011207
0.0350576 -0.00420261 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011207
0.0350576 -0.0043427 0.011207     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.011347
0.0350576 -0.0043427 0.011347     0.0350576 -0.0043427 0.0114871
0.0350576 -0.0043427 0.0114871     0.0350576 -0.0043427 0.0114871
0.0350576 -0.0043427 0.0114871     0.0350576 -0.0043427 0.0114871
0.0350576 -0.0043427 0.0114871     0.0350576 -0.0043427 0.0114871
0.0350576 -0.0043427 0.0114871     0.0350576 -0.0043427 0.0114871
0.0350576 -0.0043427 0.0114871     0.0350576 -0.0043427 0.0114871
0.0350576 -0.0043427 0.0114871     0.0350576 -0.0043427 0.0114871
0.0350576 -0.0043427 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0114871
0.0350576 -0.00448278 0.0114871     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0116272
0.0350576 -0.00448278 0.0116272     0.0350576 -0.00448278 0.0117673
0.0350576 -0.00448278 0.0117673     0.0350576 -0.00448278 0.0117673
0.0350576 -0.00448278 0.0117673     0.0350576 -0.00448278 0.0117673
0.0350576 -0.00448278 0.0117673     0.0350576 -0.00448278 0.0117673
0.0350576 -0.00448278 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0117673
0.0350576 -0.00462287 0.0117673     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00462287 0.0119074
0.0350576 -0.00462287 0.0119074     0.0350576 -0.00476296 0.0119074
0.0350576 -0.00476296 0.0119074     0.0350576 -0.00476296 0.0119074
0.0350576 -0.00476296 0.0119074     0.0350576 -0.00476296 0.0119074
0.0350576 -0.00476296 0.0119074     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0120475
0.0350576 -0.00476296 0.0120475     0.0350576 -0.00476296 0.0121876
0.0350576 -0.00476296 0.0121876     0.0350576 -0.00476296 0.0121876
0.0350576 -0.00476296 0.0121876     0.0350576 -0.00476296 0.0121876
0.0350576 -0.00476296 0.0121876     0.0350576 -0.00476296 0.0121876
0.0350576 -0.00476296 0.0121876     0.0350576 -0.00476296 0.0121876
0.0350576 -0.00476296 0.0121876     0.0350576 -0.00476296 0.0121876
0.0350576 -0.00476296 0.0121876     0.0350576 -0.00476296 0.0121876
0.0350576 -0.00476296 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0121876
0.0350576 -0.00490304 0.0121876     0.0350576 -0.00490304 0.0123277
0.0350576 -0.00490304 0.0123277     0.0350576 -0.00490304 0.0123277
0.0350576 -0.00490304 0.0123277     0.0350576 -0.00490304 0.0123277
0.0350576 -0.00490304 0.0123277     0.0350576 -0.00490304 0.0123277
0.0350576 -0.00490304 0.0123277     0.0350576 -0.00490304 0.0123277
0.0350576 -0.00490304 0.0123277     0.0350576 -0.00490304 0.0123277
0.0350576 -0.00490304 0.0123277     0.0350576 -0.00490304 0.0123277
0.0350576 -0.00490304 0.0123277     0.0350576 -0.00490304 0.0123277
0.0350576 -0.00490304 0.0123277     0.0350576 -0.00490304 0.0123277
0.0350576 -0.00490304 0.0123277     0.0350576 -0.00490304 0.0123277
