0 0 0     -1.77275e-09 2.76094e-05 0
0.000882898 0.00341019 -0.000269029     0.000882898 0.00341019 -0.000269029
0.000882898 0.00341019 -0.000269029     0.000882459 0.00343791 -0.000269029
0.000882459 0.00343791 -0.000269029     0.000882459 0.00343791 -0.000269029
0.000882459 0.00343791 -0.000269029     0.000882459 0.00343791 -0.000269029
0.000882459 0.00343791 -0.000269029     0.000882459 0.00343791 -0.000269029
0.000882459 0.00343791 -0.000269029     0.000882459 0.00343791 -0.000269029
0.000882459 0.00343791 -0.000269029     0.000882459 0.00343791 -0.000269029
0.000882459 0.00343791 -0.000269029     0.000882459 0.00343791 -0.000269029
0.000882459 0.00343791 -0.000269029     0.000882015 0.00346564 -0.000269029
0.000882015 0.00346564 -0.000269029     0.000882015 0.00346564 -0.000269029
0.000882015 0.00346564 -0.000269029     0.000910449 0.00346609 -0.000268899
0.000910449 0.00346609 -0.000268899     0.000910449 0.00346609 -0.000268899
0.000910449 0.00346609 -0.000268899     0.000910449 0.00346609 -0.000268899
0.000910449 0.00346609 -0.000268899     0.000910449 0.00346609 -0.000268899
0.000910449 0.00346609 -0.000268899     0.000910449 0.00346609 -0.000268899
0.000910449 0.00346609 -0.000268899     0.000910449 0.00346609 -0.000268899
0.000910449 0.00346609 -0.000268899     0.000910449 0.00346609 -0.000268899
0.000910449 0.00346609 -0.000268899     0.000910002 0.00349382 -0.000268899
0.000910002 0.00349382 -0.000268899     0.000910002 0.00349382 -0.000268899
0.000910002 0.00349382 -0.000268899     0.000910002 0.00349382 -0.000268899
0.000910002 0.00349382 -0.000268899     0.000909962 0.00349382 -0.000299018
0.000909962 0.00349382 -0.000299018     0.000909962 0.00349382 -0.000299018
0.000909962 0.00349382 -0.000299018     0.000909962 0.00349382 -0.000299018
0.000909962 0.00349382 -0.000299018     0.000909512 0.00352154 -0.000299018
0.000909512 0.00352154 -0.000299018     0.000909512 0.00352154 -0.000299018
0.000909512 0.00352154 -0.000299018     0.000909512 0.00352154 -0.000299018
0.000909512 0.00352154 -0.000299018     0.000909512 0.00352154 -0.000299018
0.000909512 0.00352154 -0.000299018     0.000909058 0.00354927 -0.000299018
0.000909058 0.00354927 -0.000299018     0.000909058 0.00354927 -0.000299018
0.000909058 0.00354927 -0.000299018     0.000909058 0.00354927 -0.000299018
0.000909058 0.00354927 -0.000299018     0.000909058 0.00354927 -0.000299018
0.000909058 0.00354927 -0.000299018     0.000909058 0.00354927 -0.000299018
0.000909058 0.00354927 -0.000299018     0.000909058 0.00354927 -0.000299018
0.000909058 0.00354927 -0.000299018     0.0009086 0.003577 -0.000299018
0.0009086 0.003577 -0.000299018     0.0009086 0.003577 -0.000299018
0.0009086 0.003577 -0.000299018     0.0009086 0.003577 -0.000299018
0.0009086 0.003577 -0.000299018     0.0009086 0.003577 -0.000299018
0.0009086 0.003577 -0.000299018     0.0009086 0.003577 -0.000299018
0.0009086 0.003577 -0.000299018     0.000937034 0.00357747 -0.000298884
0.000937034 0.00357747 -0.000298884     0.000937034 0.00357747 -0.000298884
0.000937034 0.00357747 -0.000298884     0.000936572 0.0036052 -0.000298884
0.000936572 0.0036052 -0.000298884     0.000936572 0.0036052 -0.000298884
0.000936572 0.0036052 -0.000298884     0.000936572 0.0036052 -0.000298884
0.000936572 0.0036052 -0.000298884     0.000936572 0.0036052 -0.000298884
0.000936572 0.0036052 -0.000298884     0.000936572 0.0036052 -0.000298884
0.000936572 0.0036052 -0.000298884     0.000936572 0.0036052 -0.000298884
0.000936572 0.0036052 -0.000298884     0.000936572 0.0036052 -0.000298884
0.000936572 0.0036052 -0.000298884     0.000936108 0.00363293 -0.000298884
0.000936108 0.00363293 -0.000298884     0.000936108 0.00363293 -0.000298884
0.000936108 0.00363293 -0.000298884     0.000936108 0.00363293 -0.000298884
0.000936108 0.00363293 -0.000298884     0.000936108 0.00363293 -0.000298884
0.000936108 0.00363293 -0.000298884     0.000936108 0.00363293 -0.000298884
0.000936108 0.00363293 -0.000298884     0.000936108 0.00363293 -0.000298884
0.000936108 0.00363293 -0.000298884     0.000935639 0.00366066 -0.000298884
0.000935639 0.00366066 -0.000298884     0.000935595 0.00366066 -0.000329003
0.000935595 0.00366066 -0.000329003     0.000935595 0.00366066 -0.000329003
0.000935595 0.00366066 -0.000329003     0.000935595 0.00366066 -0.000329003
0.000935595 0.00366066 -0.000329003     0.000935595 0.00366066 -0.000329003
0.000935595 0.00366066 -0.000329003     0.000935595 0.00366066 -0.000329003
0.000935595 0.00366066 -0.000329003     0.000935595 0.00366066 -0.000329003
0.000935595 0.00366066 -0.000329003     0.000935123 0.00368839 -0.000329003
0.000935123 0.00368839 -0.000329003     0.000935123 0.00368839 -0.000329003
0.000935123 0.00368839 -0.000329003     0.000935123 0.00368839 -0.000329003
0.000935123 0.00368839 -0.000329003     0.000935123 0.00368839 -0.000329003
0.000935123 0.00368839 -0.000329003     0.000935123 0.00368839 -0.000329003
0.000935123 0.00368839 -0.000329003     0.000935123 0.00368839 -0.000329003
0.000935123 0.00368839 -0.000329003     0.000963556 0.00368887 -0.000328866
0.000963556 0.00368887 -0.000328866     0.000963081 0.0037166 -0.000328866
0.000963081 0.0037166 -0.000328866     0.000963081 0.0037166 -0.000328866
0.000963081 0.0037166 -0.000328866     0.000963081 0.0037166 -0.000328866
0.000963081 0.0037166 -0.000328866     0.000963081 0.0037166 -0.000328866
0.000963081 0.0037166 -0.000328866     0.000963081 0.0037166 -0.000328866
0.000963081 0.0037166 -0.000328866     0.000963081 0.0037166 -0.000328866
0.000963081 0.0037166 -0.000328866     0.000963081 0.0037166 -0.000328866
0.000963081 0.0037166 -0.000328866     0.000962602 0.00374434 -0.000328866
0.000962602 0.00374434 -0.000328866     0.000962602 0.00374434 -0.000328866
0.000962602 0.00374434 -0.000328866     0.000962602 0.00374434 -0.000328866
0.000962602 0.00374434 -0.000328866     0.000962602 0.00374434 -0.000328866
0.000962602 0.00374434 -0.000328866     0.000962602 0.00374434 -0.000328866
0.000962602 0.00374434 -0.000328866     0.000962602 0.00374434 -0.000328866
0.000962602 0.00374434 -0.000328866     0.000962119 0.00377207 -0.000328866
0.000962119 0.00377207 -0.000328866     0.000962119 0.00377207 -0.000328866
0.000962119 0.00377207 -0.000328866     0.000962119 0.00377207 -0.000328866
0.000962119 0.00377207 -0.000328866     0.000962119 0.00377207 -0.000328866
0.000962119 0.00377207 -0.000328866     0.000962119 0.00377207 -0.000328866
0.000962119 0.00377207 -0.000328866     0.000962119 0.00377207 -0.000328866
0.000962119 0.00377207 -0.000328866     0.000962119 0.00377207 -0.000328866
0.000962119 0.00377207 -0.000328866     0.000962119 0.00377207 -0.000328866
0.000962119 0.00377207 -0.000328866     0.000961585 0.0037998 -0.000358984
0.000961585 0.0037998 -0.000358984     0.000961585 0.0037998 -0.000358984
0.000961585 0.0037998 -0.000358984     0.000961585 0.0037998 -0.000358984
0.000961585 0.0037998 -0.000358984     0.000961585 0.0037998 -0.000358984
0.000961585 0.0037998 -0.000358984     0.000990017 0.0038003 -0.000358843
0.000990017 0.0038003 -0.000358843     0.000990017 0.0038003 -0.000358843
0.000990017 0.0038003 -0.000358843     0.000990017 0.0038003 -0.000358843
0.000990017 0.0038003 -0.000358843     0.000989528 0.00382804 -0.000358843
0.000989528 0.00382804 -0.000358843     0.000989528 0.00382804 -0.000358843
0.000989528 0.00382804 -0.000358843     0.000989528 0.00382804 -0.000358843
0.000989528 0.00382804 -0.000358843     0.000989528 0.00382804 -0.000358843
0.000989528 0.00382804 -0.000358843     0.000989528 0.00382804 -0.000358843
0.000989528 0.00382804 -0.000358843     0.000989528 0.00382804 -0.000358843
0.000989528 0.00382804 -0.000358843     0.000989528 0.00382804 -0.000358843
0.000989528 0.00382804 -0.000358843     0.000989034 0.00385578 -0.000358843
0.000989034 0.00385578 -0.000358843     0.000989034 0.00385578 -0.000358843
0.000989034 0.00385578 -0.000358843     0.000989034 0.00385578 -0.000358843
0.000989034 0.00385578 -0.000358843     0.000989034 0.00385578 -0.000358843
0.000989034 0.00385578 -0.000358843     0.000989034 0.00385578 -0.000358843
0.000989034 0.00385578 -0.000358843     0.000989034 0.00385578 -0.000358843
0.000989034 0.00385578 -0.000358843     0.000989034 0.00385578 -0.000358843
0.000989034 0.00385578 -0.000358843     0.000989034 0.00385578 -0.000358843
0.000989034 0.00385578 -0.000358843     0.000988537 0.00388351 -0.000358843
0.000988537 0.00388351 -0.000358843     0.000988537 0.00388351 -0.000358843
0.000988537 0.00388351 -0.000358843     0.000988537 0.00388351 -0.000358843
0.000988537 0.00388351 -0.000358843     0.000988537 0.00388351 -0.000358843
0.000988537 0.00388351 -0.000358843     0.000988537 0.00388351 -0.000358843
0.000988537 0.00388351 -0.000358843     0.00101697 0.00388402 -0.000358697
0.00101697 0.00388402 -0.000358697     0.00101697 0.00388402 -0.000358697
0.00101697 0.00388402 -0.000358697     0.00101647 0.00391176 -0.000358697
0.00101647 0.00391176 -0.000358697     0.00101647 0.00391176 -0.000358697
0.00101647 0.00391176 -0.000358697     0.00101647 0.00391176 -0.000358697
0.00101647 0.00391176 -0.000358697     0.00101647 0.00391176 -0.000358697
0.00101647 0.00391176 -0.000358697     0.00101647 0.00391176 -0.000358697
0.00101647 0.00391176 -0.000358697     0.00101647 0.00391176 -0.000358697
0.00101647 0.00391176 -0.000358697     0.00101642 0.00391176 -0.000388816
0.00101642 0.00391176 -0.000388816     0.00101642 0.00391176 -0.000388816
0.00101642 0.00391176 -0.000388816     0.00101591 0.0039395 -0.000388816
0.00101591 0.0039395 -0.000388816     0.00101591 0.0039395 -0.000388816
0.00101591 0.0039395 -0.000388816     0.00101591 0.0039395 -0.000388816
0.00101591 0.0039395 -0.000388816     0.00101591 0.0039395 -0.000388816
0.00101591 0.0039395 -0.000388816     0.00101591 0.0039395 -0.000388816
0.00101591 0.0039395 -0.000388816     0.00101591 0.0039395 -0.000388816
0.00101591 0.0039395 -0.000388816     0.00101591 0.0039395 -0.000388816
0.00101591 0.0039395 -0.000388816     0.0010154 0.00396724 -0.000388816
0.0010154 0.00396724 -0.000388816     0.0010154 0.00396724 -0.000388816
0.0010154 0.00396724 -0.000388816     0.0010154 0.00396724 -0.000388816
0.0010154 0.00396724 -0.000388816     0.0010154 0.00396724 -0.000388816
0.0010154 0.00396724 -0.000388816     0.0010154 0.00396724 -0.000388816
0.0010154 0.00396724 -0.000388816     0.0010154 0.00396724 -0.000388816
0.0010154 0.00396724 -0.000388816     0.0010154 0.00396724 -0.000388816
0.0010154 0.00396724 -0.000388816     0.00104384 0.00396776 -0.000388667
0.00104384 0.00396776 -0.000388667     0.00104333 0.00399551 -0.000388667
0.00104333 0.00399551 -0.000388667     0.00104333 0.00399551 -0.000388667
0.00104333 0.00399551 -0.000388667     0.00104333 0.00399551 -0.000388667
0.00104333 0.00399551 -0.000388667     0.00104333 0.00399551 -0.000388667
0.00104333 0.00399551 -0.000388667     0.00104333 0.00399551 -0.000388667
0.00104333 0.00399551 -0.000388667     0.00104333 0.00399551 -0.000388667
0.00104333 0.00399551 -0.000388667     0.00104333 0.00399551 -0.000388667
0.00104333 0.00399551 -0.000388667     0.00104281 0.00402325 -0.000388667
0.00104281 0.00402325 -0.000388667     0.00104281 0.00402325 -0.000388667
0.00104281 0.00402325 -0.000388667     0.00104281 0.00402325 -0.000388667
0.00104281 0.00402325 -0.000388667     0.00104281 0.00402325 -0.000388667
0.00104281 0.00402325 -0.000388667     0.00104281 0.00402325 -0.000388667
0.00104281 0.00402325 -0.000388667     0.00104229 0.00405099 -0.000388667
0.00104229 0.00405099 -0.000388667     0.00104224 0.00405099 -0.000418785
0.00104224 0.00405099 -0.000418785     0.00104224 0.00405099 -0.000418785
0.00104224 0.00405099 -0.000418785     0.00104224 0.00405099 -0.000418785
0.00104224 0.00405099 -0.000418785     0.00104224 0.00405099 -0.000418785
0.00104224 0.00405099 -0.000418785     0.00107015 0.00407927 -0.000418632
0.00107015 0.00407927 -0.000418632     0.00107015 0.00407927 -0.000418632
0.00107015 0.00407927 -0.000418632     0.00107015 0.00407927 -0.000418632
0.00107015 0.00407927 -0.000418632     0.00107015 0.00407927 -0.000418632
0.00107015 0.00407927 -0.000418632     0.00107015 0.00407927 -0.000418632
0.00107015 0.00407927 -0.000418632     0.00107015 0.00407927 -0.000418632
0.00107015 0.00407927 -0.000418632     0.00107015 0.00407927 -0.000418632
0.00107015 0.00407927 -0.000418632     0.00106962 0.00410702 -0.000418632
0.00106962 0.00410702 -0.000418632     0.00106962 0.00410702 -0.000418632
0.00106962 0.00410702 -0.000418632     0.00106962 0.00410702 -0.000418632
0.00106962 0.00410702 -0.000418632     0.00106962 0.00410702 -0.000418632
0.00106962 0.00410702 -0.000418632     0.00106962 0.00410702 -0.000418632
0.00106962 0.00410702 -0.000418632     0.00106962 0.00410702 -0.000418632
0.00106962 0.00410702 -0.000418632     0.00106962 0.00410702 -0.000418632
0.00106962 0.00410702 -0.000418632     0.00106962 0.00410702 -0.000418632
0.00106962 0.00410702 -0.000418632     0.00106909 0.00413477 -0.000418632
0.00106909 0.00413477 -0.000418632     0.00106909 0.00413477 -0.000418632
0.00106909 0.00413477 -0.000418632     0.00106909 0.00413477 -0.000418632
0.00106909 0.00413477 -0.000418632     0.00106909 0.00413477 -0.000418632
0.00106909 0.00413477 -0.000418632     0.00106909 0.00413477 -0.000418632
0.00106909 0.00413477 -0.000418632     0.00106909 0.00413477 -0.000418632
0.00106909 0.00413477 -0.000418632     0.00109699 0.00416306 -0.000418475
0.00109699 0.00416306 -0.000418475     0.00109699 0.00416306 -0.000418475
0.00109699 0.00416306 -0.000418475     0.00109699 0.00416306 -0.000418475
0.00109699 0.00416306 -0.000418475     0.00109699 0.00416306 -0.000418475
0.00109699 0.00416306 -0.000418475     0.00109699 0.00416306 -0.000418475
0.00109699 0.00416306 -0.000418475     0.00109699 0.00416306 -0.000418475
0.00109699 0.00416306 -0.000418475     0.00109699 0.00416306 -0.000418475
0.00109699 0.00416306 -0.000418475     0.00109699 0.00416306 -0.000418475
0.00109699 0.00416306 -0.000418475     0.00109645 0.00419081 -0.000418475
0.00109645 0.00419081 -0.000418475     0.00109639 0.00419081 -0.000448593
0.00109639 0.00419081 -0.000448593     0.00109639 0.00419081 -0.000448593
0.00109639 0.00419081 -0.000448593     0.00109639 0.00419081 -0.000448593
0.00109639 0.00419081 -0.000448593     0.00109639 0.00419081 -0.000448593
0.00109639 0.00419081 -0.000448593     0.00109639 0.00419081 -0.000448593
0.00109639 0.00419081 -0.000448593     0.00109639 0.00419081 -0.000448593
0.00109639 0.00419081 -0.000448593     0.00109585 0.00421856 -0.000448593
0.00109585 0.00421856 -0.000448593     0.00109585 0.00421856 -0.000448593
0.00109585 0.00421856 -0.000448593     0.00109585 0.00421856 -0.000448593
0.00109585 0.00421856 -0.000448593     0.00109585 0.00421856 -0.000448593
0.00109585 0.00421856 -0.000448593     0.00112428 0.00421912 -0.000448432
0.00112428 0.00421912 -0.000448432     0.00112428 0.00421912 -0.000448432
0.00112428 0.00421912 -0.000448432     0.00112374 0.00424687 -0.000448432
0.00112374 0.00424687 -0.000448432     0.00112374 0.00424687 -0.000448432
0.00112374 0.00424687 -0.000448432     0.00112374 0.00424687 -0.000448432
0.00112374 0.00424687 -0.000448432     0.00112374 0.00424687 -0.000448432
0.00112374 0.00424687 -0.000448432     0.00112374 0.00424687 -0.000448432
0.00112374 0.00424687 -0.000448432     0.00112374 0.00424687 -0.000448432
0.00112374 0.00424687 -0.000448432     0.00112374 0.00424687 -0.000448432
0.00112374 0.00424687 -0.000448432     0.00112374 0.00424687 -0.000448432
0.00112374 0.00424687 -0.000448432     0.00112319 0.00427462 -0.000448432
0.00112319 0.00427462 -0.000448432     0.00112319 0.00427462 -0.000448432
0.00112319 0.00427462 -0.000448432     0.00112319 0.00427462 -0.000448432
0.00112319 0.00427462 -0.000448432     0.00112319 0.00427462 -0.000448432
0.00112319 0.00427462 -0.000448432     0.00112319 0.00427462 -0.000448432
0.00112319 0.00427462 -0.000448432     0.00112319 0.00427462 -0.000448432
0.00112319 0.00427462 -0.000448432     0.00112319 0.00427462 -0.000448432
0.00112319 0.00427462 -0.000448432     0.00112264 0.00430238 -0.000448432
0.00112264 0.00430238 -0.000448432     0.00112264 0.00430238 -0.000448432
0.00112264 0.00430238 -0.000448432     0.00112264 0.00430238 -0.000448432
0.00112264 0.00430238 -0.000448432     0.00112264 0.00430238 -0.000448432
0.00112264 0.00430238 -0.000448432     0.00115107 0.00430294 -0.000448267
0.00115107 0.00430294 -0.000448267     0.00115107 0.00430294 -0.000448267
0.00115107 0.00430294 -0.000448267     0.00115107 0.00430294 -0.000448267
0.00115107 0.00430294 -0.000448267     0.00115107 0.00430294 -0.000448267
0.00115107 0.00430294 -0.000448267     0.00115052 0.0043307 -0.000448267
0.00115052 0.0043307 -0.000448267     0.00115052 0.0043307 -0.000448267
0.00115052 0.0043307 -0.000448267     0.00115052 0.0043307 -0.000448267
0.00115052 0.0043307 -0.000448267     0.00115052 0.0043307 -0.000448267
0.00115052 0.0043307 -0.000448267     0.00115052 0.0043307 -0.000448267
0.00115052 0.0043307 -0.000448267     0.00115052 0.0043307 -0.000448267
0.00115052 0.0043307 -0.000448267     0.00115052 0.0043307 -0.000448267
0.00115052 0.0043307 -0.000448267     0.00114996 0.00435846 -0.000448267
0.00114996 0.00435846 -0.000448267     0.00114996 0.00435846 -0.000448267
0.00114996 0.00435846 -0.000448267     0.0011499 0.00435846 -0.000478385
0.0011499 0.00435846 -0.000478385     0.0011499 0.00435846 -0.000478385
0.0011499 0.00435846 -0.000478385     0.0011499 0.00435846 -0.000478385
0.0011499 0.00435846 -0.000478385     0.0011499 0.00435846 -0.000478385
0.0011499 0.00435846 -0.000478385     0.0011499 0.00435846 -0.000478385
0.0011499 0.00435846 -0.000478385     0.00114934 0.00438621 -0.000478385
0.00114934 0.00438621 -0.000478385     0.00114934 0.00438621 -0.000478385
0.00114934 0.00438621 -0.000478385     0.00117777 0.00438679 -0.000478216
0.00117777 0.00438679 -0.000478216     0.00117777 0.00438679 -0.000478216
0.00117777 0.00438679 -0.000478216     0.00117777 0.00438679 -0.000478216
0.00117777 0.00438679 -0.000478216     0.00117777 0.00438679 -0.000478216
0.00117777 0.00438679 -0.000478216     0.00117777 0.00438679 -0.000478216
0.00117777 0.00438679 -0.000478216     0.0011772 0.00441455 -0.000478216
0.0011772 0.00441455 -0.000478216     0.0011772 0.00441455 -0.000478216
0.0011772 0.00441455 -0.000478216     0.0011772 0.00441455 -0.000478216
0.0011772 0.00441455 -0.000478216     0.0011772 0.00441455 -0.000478216
0.0011772 0.00441455 -0.000478216     0.0011772 0.00441455 -0.000478216
0.0011772 0.00441455 -0.000478216     0.0011772 0.00441455 -0.000478216
0.0011772 0.00441455 -0.000478216     0.00117663 0.00444231 -0.000478216
0.00117663 0.00444231 -0.000478216     0.00117663 0.00444231 -0.000478216
0.00117663 0.00444231 -0.000478216     0.00117663 0.00444231 -0.000478216
0.00117663 0.00444231 -0.000478216     0.00117663 0.00444231 -0.000478216
0.00117663 0.00444231 -0.000478216     0.00117663 0.00444231 -0.000478216
0.00117663 0.00444231 -0.000478216     0.00117663 0.00444231 -0.000478216
0.00117663 0.00444231 -0.000478216     0.00117663 0.00444231 -0.000478216
0.00117663 0.00444231 -0.000478216     0.00117663 0.00444231 -0.000478216
0.00117663 0.00444231 -0.000478216     0.00117606 0.00447007 -0.000478216
0.00117606 0.00447007 -0.000478216     0.00120449 0.00447066 -0.000478043
0.00120449 0.00447066 -0.000478043     0.00120449 0.00447066 -0.000478043
0.00120449 0.00447066 -0.000478043     0.00120449 0.00447066 -0.000478043
0.00120449 0.00447066 -0.000478043     0.00120449 0.00447066 -0.000478043
0.00120449 0.00447066 -0.000478043     0.00120449 0.00447066 -0.000478043
0.00120449 0.00447066 -0.000478043     0.00120392 0.00449842 -0.000478043
0.00120392 0.00449842 -0.000478043     0.00120392 0.00449842 -0.000478043
0.00120392 0.00449842 -0.000478043     0.00120392 0.00449842 -0.000478043
0.00120392 0.00449842 -0.000478043     0.00120392 0.00449842 -0.000478043
0.00120392 0.00449842 -0.000478043     0.00120392 0.00449842 -0.000478043
0.00120392 0.00449842 -0.000478043     0.00120392 0.00449842 -0.000478043
0.00120392 0.00449842 -0.000478043     0.00120392 0.00449842 -0.000478043
0.00120392 0.00449842 -0.000478043     0.00120334 0.00452619 -0.000478043
0.00120334 0.00452619 -0.000478043     0.00120334 0.00452619 -0.000478043
0.00120334 0.00452619 -0.000478043     0.00120334 0.00452619 -0.000478043
0.00120334 0.00452619 -0.000478043     0.00120327 0.00452619 -0.000508161
0.00120327 0.00452619 -0.000508161     0.00120327 0.00452619 -0.000508161
0.00120327 0.00452619 -0.000508161     0.00120327 0.00452619 -0.000508161
0.00120327 0.00452619 -0.000508161     0.00120327 0.00452619 -0.000508161
0.00120327 0.00452619 -0.000508161     0.00120268 0.00455395 -0.000508161
0.00120268 0.00455395 -0.000508161     0.00120268 0.00455395 -0.000508161
0.00120268 0.00455395 -0.000508161     0.00123111 0.00455455 -0.000507984
0.00123111 0.00455455 -0.000507984     0.00123053 0.00458232 -0.000507984
0.00123053 0.00458232 -0.000507984     0.00123053 0.00458232 -0.000507984
0.00123053 0.00458232 -0.000507984     0.00123053 0.00458232 -0.000507984
0.00123053 0.00458232 -0.000507984     0.00123053 0.00458232 -0.000507984
0.00123053 0.00458232 -0.000507984     0.00123053 0.00458232 -0.000507984
0.00123053 0.00458232 -0.000507984     0.00123053 0.00458232 -0.000507984
0.00123053 0.00458232 -0.000507984     0.00123053 0.00458232 -0.000507984
0.00123053 0.00458232 -0.000507984     0.00122994 0.00461008 -0.000507984
0.00122994 0.00461008 -0.000507984     0.00122994 0.00461008 -0.000507984
0.00122994 0.00461008 -0.000507984     0.00122994 0.00461008 -0.000507984
0.00122994 0.00461008 -0.000507984     0.00122994 0.00461008 -0.000507984
0.00122994 0.00461008 -0.000507984     0.00122994 0.00461008 -0.000507984
0.00122994 0.00461008 -0.000507984     0.00122994 0.00461008 -0.000507984
0.00122994 0.00461008 -0.000507984     0.00122994 0.00461008 -0.000507984
0.00122994 0.00461008 -0.000507984     0.00122934 0.00463785 -0.000507984
0.00122934 0.00463785 -0.000507984     0.00122934 0.00463785 -0.000507984
0.00122934 0.00463785 -0.000507984     0.00122934 0.00463785 -0.000507984
0.00122934 0.00463785 -0.000507984     0.00122934 0.00463785 -0.000507984
0.00122934 0.00463785 -0.000507984     0.00122934 0.00463785 -0.000507984
0.00122934 0.00463785 -0.000507984     0.00125777 0.00463846 -0.000507803
0.00125777 0.00463846 -0.000507803     0.00125718 0.00466623 -0.000507803
0.00125718 0.00466623 -0.000507803     0.00125718 0.00466623 -0.000507803
0.00125718 0.00466623 -0.000507803     0.00125718 0.00466623 -0.000507803
0.00125718 0.00466623 -0.000507803     0.00125718 0.00466623 -0.000507803
0.00125718 0.00466623 -0.000507803     0.00125718 0.00466623 -0.000507803
0.00125718 0.00466623 -0.000507803     0.00125718 0.00466623 -0.000507803
0.00125718 0.00466623 -0.000507803     0.00125718 0.00466623 -0.000507803
0.00125718 0.00466623 -0.000507803     0.00125658 0.004694 -0.000507803
0.00125658 0.004694 -0.000507803     0.00125658 0.004694 -0.000507803
0.00125658 0.004694 -0.000507803     0.00125658 0.004694 -0.000507803
0.00125658 0.004694 -0.000507803     0.00125658 0.004694 -0.000507803
0.00125658 0.004694 -0.000507803     0.00125658 0.004694 -0.000507803
0.00125658 0.004694 -0.000507803     0.00125597 0.00472177 -0.000507803
0.00125597 0.00472177 -0.000507803     0.00125597 0.00472177 -0.000507803
0.00125597 0.00472177 -0.000507803     0.0012559 0.00472177 -0.000537921
0.0012559 0.00472177 -0.000537921     0.0012559 0.00472177 -0.000537921
0.0012559 0.00472177 -0.000537921     0.0012559 0.00472177 -0.000537921
0.0012559 0.00472177 -0.000537921     0.00128372 0.00475017 -0.000537736
0.00128372 0.00475017 -0.000537736     0.00128372 0.00475017 -0.000537736
0.00128372 0.00475017 -0.000537736     0.00128372 0.00475017 -0.000537736
0.00128372 0.00475017 -0.000537736     0.00128372 0.00475017 -0.000537736
0.00128372 0.00475017 -0.000537736     0.00128311 0.00477794 -0.000537736
0.00128311 0.00477794 -0.000537736     0.00128311 0.00477794 -0.000537736
0.00128311 0.00477794 -0.000537736     0.00128311 0.00477794 -0.000537736
0.00128311 0.00477794 -0.000537736     0.00128311 0.00477794 -0.000537736
0.00128311 0.00477794 -0.000537736     0.00128249 0.00480572 -0.000537736
0.00128249 0.00480572 -0.000537736     0.00128249 0.00480572 -0.000537736
0.00128249 0.00480572 -0.000537736     0.00128249 0.00480572 -0.000537736
0.00128249 0.00480572 -0.000537736     0.00128249 0.00480572 -0.000537736
0.00128249 0.00480572 -0.000537736     0.00128187 0.00483349 -0.000537736
0.00128187 0.00483349 -0.000537736     0.00128187 0.00483349 -0.000537736
0.00128187 0.00483349 -0.000537736     0.0013103 0.00483413 -0.000537547
0.0013103 0.00483413 -0.000537547     0.0013103 0.00483413 -0.000537547
0.0013103 0.00483413 -0.000537547     0.00130968 0.0048619 -0.000537547
0.00130968 0.0048619 -0.000537547     0.00130968 0.0048619 -0.000537547
0.00130968 0.0048619 -0.000537547     0.00130968 0.0048619 -0.000537547
0.00130968 0.0048619 -0.000537547     0.00130968 0.0048619 -0.000537547
0.00130968 0.0048619 -0.000537547     0.00130968 0.0048619 -0.000537547
0.00130968 0.0048619 -0.000537547     0.00130906 0.00488968 -0.000537547
0.00130906 0.00488968 -0.000537547     0.00130906 0.00488968 -0.000537547
0.00130906 0.00488968 -0.000537547     0.00130906 0.00488968 -0.000537547
0.00130906 0.00488968 -0.000537547     0.00130906 0.00488968 -0.000537547
0.00130906 0.00488968 -0.000537547     0.00130906 0.00488968 -0.000537547
0.00130906 0.00488968 -0.000537547     0.00130835 0.00491746 -0.000567665
0.00130835 0.00491746 -0.000567665     0.00130835 0.00491746 -0.000567665
0.00130835 0.00491746 -0.000567665     0.00133614 0.00494588 -0.000567472
0.00133614 0.00494588 -0.000567472     0.00133614 0.00494588 -0.000567472
0.00133614 0.00494588 -0.000567472     0.00133614 0.00494588 -0.000567472
0.00133614 0.00494588 -0.000567472     0.00133614 0.00494588 -0.000567472
0.00133614 0.00494588 -0.000567472     0.00133551 0.00497366 -0.000567472
0.00133551 0.00497366 -0.000567472     0.00133551 0.00497366 -0.000567472
0.00133551 0.00497366 -0.000567472     0.00133551 0.00497366 -0.000567472
0.00133551 0.00497366 -0.000567472     0.00133551 0.00497366 -0.000567472
0.00133551 0.00497366 -0.000567472     0.00133551 0.00497366 -0.000567472
0.00133551 0.00497366 -0.000567472     0.00133551 0.00497366 -0.000567472
0.00133551 0.00497366 -0.000567472     0.00133551 0.00497366 -0.000567472
0.00133551 0.00497366 -0.000567472     0.00133487 0.00500145 -0.000567472
0.00133487 0.00500145 -0.000567472     0.00133487 0.00500145 -0.000567472
0.00133487 0.00500145 -0.000567472     0.00133487 0.00500145 -0.000567472
0.00133487 0.00500145 -0.000567472     0.00133487 0.00500145 -0.000567472
0.00133487 0.00500145 -0.000567472     0.00133487 0.00500145 -0.000567472
0.00133487 0.00500145 -0.000567472     0.00133487 0.00500145 -0.000567472
0.00133487 0.00500145 -0.000567472     0.00133487 0.00500145 -0.000567472
0.00133487 0.00500145 -0.000567472     0.00133487 0.00500145 -0.000567472
0.00133487 0.00500145 -0.000567472     0.00133422 0.00502923 -0.000567472
0.00133422 0.00502923 -0.000567472     0.00133422 0.00502923 -0.000567472
0.00133422 0.00502923 -0.000567472     0.00136265 0.00502989 -0.000567275
0.00136265 0.00502989 -0.000567275     0.00136265 0.00502989 -0.000567275
