0 0 0     -1.77275e-09 2.76094e-05 0
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156505 0.00779027 -0.000685558
0.00156505 0.00779027 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00156605 0.00776246 -0.000685558
0.00156605 0.00776246 -0.000685558     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159447 0.00776348 -0.000685317
0.00159447 0.00776348 -0.000685317     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00159456 0.00776349 -0.000655199
0.00159456 0.00776349 -0.000655199     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162298 0.0077645 -0.000654954
0.00162298 0.0077645 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.00162398 0.00773669 -0.000654954
0.00162398 0.00773669 -0.000654954     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.0016523 0.0077377 -0.000684823
0.0016523 0.0077377 -0.000684823     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00168072 0.00773871 -0.00068457
0.00168072 0.00773871 -0.00068457     0.00170914 0.00773973 -0.000684313
0.00170914 0.00773973 -0.000684313     0.00170914 0.00773973 -0.000684313
0.00170914 0.00773973 -0.000684313     0.00170914 0.00773973 -0.000684313
0.00170914 0.00773973 -0.000684313     0.00170914 0.00773973 -0.000684313
0.00170914 0.00773973 -0.000684313     0.00170914 0.00773973 -0.000684313
0.00170914 0.00773973 -0.000684313     0.00170914 0.00773973 -0.000684313
0.00170914 0.00773973 -0.000684313     0.00170914 0.00773973 -0.000684313
